#oID	individual	descriptor	value
7792	30	ACID	0
7820	30	ACID	0
7826	30	ACID	NaN
8038	30	ACID	0
8048	30	ACID	19
8051	30	ACID	23
8078	30	ACID	NaN
8137	30	ACID	0
8159	30	ACID	0
8163	30	ACID	53
8175	30	ACID	0
8180	30	ACID	0
8205	30	ACID	0
8294	30	ACID	NaN
8452	30	ACID	0
8467	30	ACID	0
8615	30	ACID	NaN
9024	30	ACID	0
10722	30	ACID	0
11124	30	ACID	NaN
11419	30	ACID	0
12206	30	ACID	8
12348	30	ACID	NaN
12748	30	ACID	NaN
13187	30	ACID	0
13204	30	ACID	0
13216	30	ACID	NaN
13436	30	ACID	NaN
14328	30	ACID	0
15606	30	ACID	0
22386	30	ACID	NaN
24020	30	ACID	5
24473	30	ACID	0
31210	30	ACID	0
31266	30	ACID	NaN
33032	30	ACID	NaN
61024	30	ACID	NaN
61151	30	ACID	NaN
61155	30	ACID	0
61177	30	ACID	0
61252	30	ACID	14
61771	30	ACID	0
62572	30	ACID	0
520108	30	ACID	NaN
638024	30	ACID	0
641256	30	ACID	NaN
778574	30	ACID	0
1549778	30	ACID	NaN
1550470	30	ACID	0
5352539	30	ACID	0
5355850	30	ACID	NaN
5363233	30	ACID	0
5367698	30	ACID	0
6114390	30	ACID	0
16220109	30	ACID	0
243	30	WARM	NaN
454	30	WARM	9
679	30	WARM	9
1030	30	WARM	NaN
1060	30	WARM	71
2682	30	WARM	0
6137	30	WARM	7
6386	30	WARM	7
6826	30	WARM	8
6989	30	WARM	0
7047	30	WARM	0
7409	30	WARM	NaN
7601	30	WARM	NaN
7632	30	WARM	NaN
7792	30	WARM	0
7820	30	WARM	0
7826	30	WARM	NaN
8038	30	WARM	0
8048	30	WARM	32
8051	30	WARM	0
8078	30	WARM	NaN
8137	30	WARM	5
8159	30	WARM	28
8163	30	WARM	0
8175	30	WARM	0
8180	30	WARM	0
8205	30	WARM	23
8294	30	WARM	NaN
8452	30	WARM	0
8467	30	WARM	18
8615	30	WARM	NaN
9024	30	WARM	49
10722	30	WARM	0
11124	30	WARM	NaN
11419	30	WARM	0
12206	30	WARM	0
12348	30	WARM	NaN
12748	30	WARM	NaN
13187	30	WARM	0
13204	30	WARM	24
13216	30	WARM	NaN
13436	30	WARM	NaN
14328	30	WARM	0
15606	30	WARM	0
22386	30	WARM	NaN
24020	30	WARM	9
24473	30	WARM	0
31210	30	WARM	0
31266	30	WARM	NaN
33032	30	WARM	NaN
61024	30	WARM	NaN
61151	30	WARM	NaN
61155	30	WARM	4
61177	30	WARM	15
61252	30	WARM	0
61771	30	WARM	0
62572	30	WARM	0
520108	30	WARM	NaN
638024	30	WARM	6
641256	30	WARM	NaN
778574	30	WARM	0
1549778	30	WARM	NaN
1550470	30	WARM	0
5352539	30	WARM	0
5355850	30	WARM	NaN
5363233	30	WARM	0
5367698	30	WARM	8
6114390	30	WARM	25
16220109	30	WARM	0
243	30	MUSKY	NaN
454	30	MUSKY	0
679	30	MUSKY	0
1030	30	MUSKY	NaN
1060	30	MUSKY	0
2682	30	MUSKY	28
6137	30	MUSKY	28
6386	30	MUSKY	0
6826	30	MUSKY	3
6989	30	MUSKY	0
7047	30	MUSKY	0
7409	30	MUSKY	NaN
7601	30	MUSKY	NaN
7632	30	MUSKY	NaN
7792	30	MUSKY	52
7820	30	MUSKY	15
7826	30	MUSKY	NaN
8038	30	MUSKY	0
8048	30	MUSKY	0
8051	30	MUSKY	39
8078	30	MUSKY	NaN
8137	30	MUSKY	0
8159	30	MUSKY	0
8163	30	MUSKY	0
8175	30	MUSKY	0
8180	30	MUSKY	76
8205	30	MUSKY	0
8294	30	MUSKY	NaN
8452	30	MUSKY	66
8467	30	MUSKY	0
8615	30	MUSKY	NaN
9024	30	MUSKY	0
10722	30	MUSKY	0
11124	30	MUSKY	NaN
11419	30	MUSKY	0
12206	30	MUSKY	40
12348	30	MUSKY	NaN
12748	30	MUSKY	NaN
13187	30	MUSKY	0
13204	30	MUSKY	0
13216	30	MUSKY	NaN
13436	30	MUSKY	NaN
14328	30	MUSKY	20
15606	30	MUSKY	0
22386	30	MUSKY	NaN
24020	30	MUSKY	0
24473	30	MUSKY	22
31210	30	MUSKY	0
31266	30	MUSKY	NaN
33032	30	MUSKY	NaN
61024	30	MUSKY	NaN
61151	30	MUSKY	NaN
61155	30	MUSKY	5
61177	30	MUSKY	0
61252	30	MUSKY	0
61771	30	MUSKY	0
62572	30	MUSKY	1
520108	30	MUSKY	NaN
638024	30	MUSKY	0
641256	30	MUSKY	NaN
778574	30	MUSKY	0
1549778	30	MUSKY	NaN
1550470	30	MUSKY	0
5352539	30	MUSKY	0
5355850	30	MUSKY	NaN
5363233	30	MUSKY	0
5367698	30	MUSKY	5
6114390	30	MUSKY	0
16220109	30	MUSKY	0
243	30	SWEATY	NaN
454	30	SWEATY	0
679	30	SWEATY	0
1030	30	SWEATY	NaN
1060	30	SWEATY	0
2682	30	SWEATY	10
6137	30	SWEATY	23
6386	30	SWEATY	0
6826	30	SWEATY	0
6989	30	SWEATY	0
7047	30	SWEATY	0
7409	30	SWEATY	NaN
7601	30	SWEATY	NaN
7632	30	SWEATY	NaN
7792	30	SWEATY	0
7820	30	SWEATY	21
7826	30	SWEATY	NaN
8038	30	SWEATY	0
8048	30	SWEATY	0
8051	30	SWEATY	39
8078	30	SWEATY	NaN
8137	30	SWEATY	0
8159	30	SWEATY	0
8163	30	SWEATY	0
8175	30	SWEATY	0
8180	30	SWEATY	0
8205	30	SWEATY	0
8294	30	SWEATY	NaN
8452	30	SWEATY	0
8467	30	SWEATY	0
8615	30	SWEATY	NaN
9024	30	SWEATY	0
10722	30	SWEATY	0
11124	30	SWEATY	NaN
11419	30	SWEATY	0
12206	30	SWEATY	35
12348	30	SWEATY	NaN
12748	30	SWEATY	NaN
13187	30	SWEATY	0
13204	30	SWEATY	0
13216	30	SWEATY	NaN
13436	30	SWEATY	NaN
14328	30	SWEATY	0
15606	30	SWEATY	0
22386	30	SWEATY	NaN
24020	30	SWEATY	0
24473	30	SWEATY	0
31210	30	SWEATY	0
31266	30	SWEATY	NaN
33032	30	SWEATY	NaN
61024	30	SWEATY	NaN
61151	30	SWEATY	NaN
61155	30	SWEATY	5
61177	30	SWEATY	0
61252	30	SWEATY	0
61771	30	SWEATY	0
62572	30	SWEATY	0
520108	30	SWEATY	NaN
638024	30	SWEATY	0
641256	30	SWEATY	NaN
778574	30	SWEATY	0
1549778	30	SWEATY	NaN
1550470	30	SWEATY	0
5352539	30	SWEATY	0
5355850	30	SWEATY	NaN
5363233	30	SWEATY	0
5367698	30	SWEATY	5
6114390	30	SWEATY	0
16220109	30	SWEATY	0
243	30	AMMONIA/URINOUS	NaN
454	30	AMMONIA/URINOUS	0
679	30	AMMONIA/URINOUS	0
1030	30	AMMONIA/URINOUS	NaN
1060	30	AMMONIA/URINOUS	0
2682	30	AMMONIA/URINOUS	0
6137	30	AMMONIA/URINOUS	21
6386	30	AMMONIA/URINOUS	0
6826	30	AMMONIA/URINOUS	0
6989	30	AMMONIA/URINOUS	0
7047	30	AMMONIA/URINOUS	0
7409	30	AMMONIA/URINOUS	NaN
7601	30	AMMONIA/URINOUS	NaN
7632	30	AMMONIA/URINOUS	NaN
7792	30	AMMONIA/URINOUS	0
7820	30	AMMONIA/URINOUS	8
7826	30	AMMONIA/URINOUS	NaN
8038	30	AMMONIA/URINOUS	0
8048	30	AMMONIA/URINOUS	0
8051	30	AMMONIA/URINOUS	0
8078	30	AMMONIA/URINOUS	NaN
8137	30	AMMONIA/URINOUS	0
8159	30	AMMONIA/URINOUS	0
8163	30	AMMONIA/URINOUS	0
8175	30	AMMONIA/URINOUS	0
8180	30	AMMONIA/URINOUS	81
8205	30	AMMONIA/URINOUS	0
8294	30	AMMONIA/URINOUS	NaN
8452	30	AMMONIA/URINOUS	0
8467	30	AMMONIA/URINOUS	0
8615	30	AMMONIA/URINOUS	NaN
9024	30	AMMONIA/URINOUS	0
10722	30	AMMONIA/URINOUS	0
11124	30	AMMONIA/URINOUS	NaN
11419	30	AMMONIA/URINOUS	0
12206	30	AMMONIA/URINOUS	2
12348	30	AMMONIA/URINOUS	NaN
12748	30	AMMONIA/URINOUS	NaN
13187	30	AMMONIA/URINOUS	0
13204	30	AMMONIA/URINOUS	0
13216	30	AMMONIA/URINOUS	NaN
13436	30	AMMONIA/URINOUS	NaN
14328	30	AMMONIA/URINOUS	0
15606	30	AMMONIA/URINOUS	0
22386	30	AMMONIA/URINOUS	NaN
24020	30	AMMONIA/URINOUS	0
24473	30	AMMONIA/URINOUS	0
31210	30	AMMONIA/URINOUS	0
31266	30	AMMONIA/URINOUS	NaN
33032	30	AMMONIA/URINOUS	NaN
61024	30	AMMONIA/URINOUS	NaN
61151	30	AMMONIA/URINOUS	NaN
61155	30	AMMONIA/URINOUS	0
61177	30	AMMONIA/URINOUS	0
61252	30	AMMONIA/URINOUS	24
61771	30	AMMONIA/URINOUS	0
62572	30	AMMONIA/URINOUS	0
520108	30	AMMONIA/URINOUS	NaN
638024	30	AMMONIA/URINOUS	0
641256	30	AMMONIA/URINOUS	NaN
778574	30	AMMONIA/URINOUS	0
1549778	30	AMMONIA/URINOUS	NaN
1550470	30	AMMONIA/URINOUS	0
5352539	30	AMMONIA/URINOUS	0
5355850	30	AMMONIA/URINOUS	NaN
5363233	30	AMMONIA/URINOUS	0
5367698	30	AMMONIA/URINOUS	7
6114390	30	AMMONIA/URINOUS	0
16220109	30	AMMONIA/URINOUS	0
243	30	DECAYED	NaN
454	30	DECAYED	0
679	30	DECAYED	0
1030	30	DECAYED	NaN
1060	30	DECAYED	0
2682	30	DECAYED	0
6137	30	DECAYED	77
6386	30	DECAYED	0
6826	30	DECAYED	0
6989	30	DECAYED	0
7047	30	DECAYED	0
7409	30	DECAYED	NaN
7601	30	DECAYED	NaN
7632	30	DECAYED	NaN
7792	30	DECAYED	0
7820	30	DECAYED	16
7826	30	DECAYED	NaN
8038	30	DECAYED	0
8048	30	DECAYED	0
8051	30	DECAYED	90
8078	30	DECAYED	NaN
8137	30	DECAYED	0
8159	30	DECAYED	0
8163	30	DECAYED	0
8175	30	DECAYED	0
8180	30	DECAYED	48
8205	30	DECAYED	0
8294	30	DECAYED	NaN
8452	30	DECAYED	0
8467	30	DECAYED	0
8615	30	DECAYED	NaN
9024	30	DECAYED	0
10722	30	DECAYED	0
11124	30	DECAYED	NaN
11419	30	DECAYED	0
12206	30	DECAYED	54
12348	30	DECAYED	NaN
12748	30	DECAYED	NaN
13187	30	DECAYED	0
13204	30	DECAYED	0
13216	30	DECAYED	NaN
13436	30	DECAYED	NaN
14328	30	DECAYED	23
15606	30	DECAYED	0
22386	30	DECAYED	NaN
24020	30	DECAYED	0
24473	30	DECAYED	43
31210	30	DECAYED	0
31266	30	DECAYED	NaN
33032	30	DECAYED	NaN
61024	30	DECAYED	NaN
61151	30	DECAYED	NaN
61155	30	DECAYED	0
61177	30	DECAYED	0
61252	30	DECAYED	97
61771	30	DECAYED	0
62572	30	DECAYED	0
520108	30	DECAYED	NaN
638024	30	DECAYED	0
641256	30	DECAYED	NaN
778574	30	DECAYED	0
1549778	30	DECAYED	NaN
1550470	30	DECAYED	0
5352539	30	DECAYED	0
5355850	30	DECAYED	NaN
5363233	30	DECAYED	0
5367698	30	DECAYED	19
6114390	30	DECAYED	0
16220109	30	DECAYED	0
243	30	WOOD	NaN
454	30	WOOD	39
679	30	WOOD	0
1030	30	WOOD	NaN
1060	30	WOOD	27
2682	30	WOOD	4
6137	30	WOOD	0
6386	30	WOOD	0
6826	30	WOOD	0
6989	30	WOOD	3
7047	30	WOOD	0
7409	30	WOOD	NaN
7601	30	WOOD	NaN
7632	30	WOOD	NaN
7792	30	WOOD	0
7820	30	WOOD	0
7826	30	WOOD	NaN
8038	30	WOOD	0
8048	30	WOOD	0
8051	30	WOOD	0
8078	30	WOOD	NaN
8137	30	WOOD	1
8159	30	WOOD	0
8163	30	WOOD	0
8175	30	WOOD	0
8180	30	WOOD	0
8205	30	WOOD	0
8294	30	WOOD	NaN
8452	30	WOOD	0
8467	30	WOOD	0
8615	30	WOOD	NaN
9024	30	WOOD	0
10722	30	WOOD	0
11124	30	WOOD	NaN
11419	30	WOOD	0
12206	30	WOOD	0
12348	30	WOOD	NaN
12748	30	WOOD	NaN
13187	30	WOOD	76
13204	30	WOOD	0
13216	30	WOOD	NaN
13436	30	WOOD	NaN
14328	30	WOOD	0
15606	30	WOOD	0
22386	30	WOOD	NaN
24020	30	WOOD	30
24473	30	WOOD	53
31210	30	WOOD	0
31266	30	WOOD	NaN
33032	30	WOOD	NaN
61024	30	WOOD	NaN
61151	30	WOOD	NaN
61155	30	WOOD	57
61177	30	WOOD	52
61252	30	WOOD	0
61771	30	WOOD	6
62572	30	WOOD	0
520108	30	WOOD	NaN
638024	30	WOOD	0
641256	30	WOOD	NaN
778574	30	WOOD	0
1549778	30	WOOD	NaN
1550470	30	WOOD	60
5352539	30	WOOD	0
5355850	30	WOOD	NaN
5363233	30	WOOD	0
5367698	30	WOOD	0
6114390	30	WOOD	45
16220109	30	WOOD	100
243	30	GRASS	NaN
454	30	GRASS	20
679	30	GRASS	0
1030	30	GRASS	NaN
1060	30	GRASS	0
2682	30	GRASS	17
6137	30	GRASS	0
6386	30	GRASS	0
6826	30	GRASS	0
6989	30	GRASS	0
7047	30	GRASS	0
7409	30	GRASS	NaN
7601	30	GRASS	NaN
7632	30	GRASS	NaN
7792	30	GRASS	0
7820	30	GRASS	0
7826	30	GRASS	NaN
8038	30	GRASS	0
8048	30	GRASS	7
8051	30	GRASS	0
8078	30	GRASS	NaN
8137	30	GRASS	26
8159	30	GRASS	0
8163	30	GRASS	0
8175	30	GRASS	0
8180	30	GRASS	0
8205	30	GRASS	0
8294	30	GRASS	NaN
8452	30	GRASS	0
8467	30	GRASS	0
8615	30	GRASS	NaN
9024	30	GRASS	0
10722	30	GRASS	0
11124	30	GRASS	NaN
11419	30	GRASS	0
12206	30	GRASS	0
12348	30	GRASS	NaN
12748	30	GRASS	NaN
13187	30	GRASS	9
13204	30	GRASS	0
13216	30	GRASS	NaN
13436	30	GRASS	NaN
14328	30	GRASS	0
15606	30	GRASS	73
22386	30	GRASS	NaN
24020	30	GRASS	33
24473	30	GRASS	2
31210	30	GRASS	0
31266	30	GRASS	NaN
33032	30	GRASS	NaN
61024	30	GRASS	NaN
61151	30	GRASS	NaN
61155	30	GRASS	0
61177	30	GRASS	21
61252	30	GRASS	0
61771	30	GRASS	73
62572	30	GRASS	0
520108	30	GRASS	NaN
638024	30	GRASS	3
641256	30	GRASS	NaN
778574	30	GRASS	0
1549778	30	GRASS	NaN
1550470	30	GRASS	0
5352539	30	GRASS	0
5355850	30	GRASS	NaN
5363233	30	GRASS	0
5367698	30	GRASS	0
6114390	30	GRASS	12
16220109	30	GRASS	44
243	30	FLOWER	NaN
454	30	FLOWER	0
679	30	FLOWER	28
1030	30	FLOWER	NaN
1060	30	FLOWER	0
2682	30	FLOWER	0
6137	30	FLOWER	0
6386	30	FLOWER	0
6826	30	FLOWER	100
6989	30	FLOWER	0
7047	30	FLOWER	0
7409	30	FLOWER	NaN
7601	30	FLOWER	NaN
7632	30	FLOWER	NaN
7792	30	FLOWER	0
7820	30	FLOWER	0
7826	30	FLOWER	NaN
8038	30	FLOWER	10
8048	30	FLOWER	1
8051	30	FLOWER	0
8078	30	FLOWER	NaN
8137	30	FLOWER	14
8159	30	FLOWER	50
8163	30	FLOWER	12
8175	30	FLOWER	0
8180	30	FLOWER	0
8205	30	FLOWER	45
8294	30	FLOWER	NaN
8452	30	FLOWER	0
8467	30	FLOWER	0
8615	30	FLOWER	NaN
9024	30	FLOWER	1
10722	30	FLOWER	74
11124	30	FLOWER	NaN
11419	30	FLOWER	0
12206	30	FLOWER	0
12348	30	FLOWER	NaN
12748	30	FLOWER	NaN
13187	30	FLOWER	0
13204	30	FLOWER	33
13216	30	FLOWER	NaN
13436	30	FLOWER	NaN
14328	30	FLOWER	0
15606	30	FLOWER	0
22386	30	FLOWER	NaN
24020	30	FLOWER	36
24473	30	FLOWER	0
31210	30	FLOWER	0
31266	30	FLOWER	NaN
33032	30	FLOWER	NaN
61024	30	FLOWER	NaN
61151	30	FLOWER	NaN
61155	30	FLOWER	0
61177	30	FLOWER	21
61252	30	FLOWER	0
61771	30	FLOWER	28
62572	30	FLOWER	13
520108	30	FLOWER	NaN
638024	30	FLOWER	27
641256	30	FLOWER	NaN
778574	30	FLOWER	0
1549778	30	FLOWER	NaN
1550470	30	FLOWER	0
5352539	30	FLOWER	0
5355850	30	FLOWER	NaN
5363233	30	FLOWER	0
5367698	30	FLOWER	0
6114390	30	FLOWER	95
16220109	30	FLOWER	5
243	30	 CHEMICAL	NaN
454	30	 CHEMICAL	10
679	30	 CHEMICAL	3
1030	30	 CHEMICAL	NaN
1060	30	 CHEMICAL	56
2682	30	 CHEMICAL	0
6137	30	 CHEMICAL	0
6386	30	 CHEMICAL	1
6826	30	 CHEMICAL	4
6989	30	 CHEMICAL	17
7047	30	 CHEMICAL	0
7409	30	 CHEMICAL	NaN
7601	30	 CHEMICAL	NaN
7632	30	 CHEMICAL	NaN
7792	30	 CHEMICAL	5
7820	30	 CHEMICAL	14
7826	30	 CHEMICAL	NaN
8038	30	 CHEMICAL	0
8048	30	 CHEMICAL	10
8051	30	 CHEMICAL	14
8078	30	 CHEMICAL	NaN
8137	30	 CHEMICAL	0
8159	30	 CHEMICAL	14
8163	30	 CHEMICAL	7
8175	30	 CHEMICAL	5
8180	30	 CHEMICAL	5
8205	30	 CHEMICAL	5
8294	30	 CHEMICAL	NaN
8452	30	 CHEMICAL	0
8467	30	 CHEMICAL	0
8615	30	 CHEMICAL	NaN
9024	30	 CHEMICAL	0
10722	30	 CHEMICAL	0
11124	30	 CHEMICAL	NaN
11419	30	 CHEMICAL	51
12206	30	 CHEMICAL	3
12348	30	 CHEMICAL	NaN
12748	30	 CHEMICAL	NaN
13187	30	 CHEMICAL	29
13204	30	 CHEMICAL	2
13216	30	 CHEMICAL	NaN
13436	30	 CHEMICAL	NaN
14328	30	 CHEMICAL	0
15606	30	 CHEMICAL	3
22386	30	 CHEMICAL	NaN
24020	30	 CHEMICAL	8
24473	30	 CHEMICAL	6
31210	30	 CHEMICAL	6
31266	30	 CHEMICAL	NaN
33032	30	 CHEMICAL	NaN
61024	30	 CHEMICAL	NaN
61151	30	 CHEMICAL	NaN
61155	30	 CHEMICAL	6
61177	30	 CHEMICAL	3
61252	30	 CHEMICAL	39
61771	30	 CHEMICAL	5
62572	30	 CHEMICAL	3
520108	30	 CHEMICAL	NaN
638024	30	 CHEMICAL	4
641256	30	 CHEMICAL	NaN
778574	30	 CHEMICAL	0
1549778	30	 CHEMICAL	NaN
1550470	30	 CHEMICAL	0
5352539	30	 CHEMICAL	88
5355850	30	 CHEMICAL	NaN
5363233	30	 CHEMICAL	6
5367698	30	 CHEMICAL	54
6114390	30	 CHEMICAL	10
16220109	30	 CHEMICAL	0
243	31	INTENSITY/STRENGTH	0
454	31	INTENSITY/STRENGTH	28
679	31	INTENSITY/STRENGTH	0
1030	31	INTENSITY/STRENGTH	0
1060	31	INTENSITY/STRENGTH	84
2682	31	INTENSITY/STRENGTH	2
6137	31	INTENSITY/STRENGTH	82
6386	31	INTENSITY/STRENGTH	0
6826	31	INTENSITY/STRENGTH	0
6989	31	INTENSITY/STRENGTH	100
7047	31	INTENSITY/STRENGTH	100
7409	31	INTENSITY/STRENGTH	0
7601	31	INTENSITY/STRENGTH	0
7632	31	INTENSITY/STRENGTH	0
7792	31	INTENSITY/STRENGTH	100
7820	31	INTENSITY/STRENGTH	12
7826	31	INTENSITY/STRENGTH	100
8038	31	INTENSITY/STRENGTH	92
8048	31	INTENSITY/STRENGTH	0
8051	31	INTENSITY/STRENGTH	76
8078	31	INTENSITY/STRENGTH	0
8137	31	INTENSITY/STRENGTH	100
8159	31	INTENSITY/STRENGTH	0
8163	31	INTENSITY/STRENGTH	0
8175	31	INTENSITY/STRENGTH	76
8180	31	INTENSITY/STRENGTH	100
8205	31	INTENSITY/STRENGTH	0
8294	31	INTENSITY/STRENGTH	9
8452	31	INTENSITY/STRENGTH	0
8467	31	INTENSITY/STRENGTH	100
8615	31	INTENSITY/STRENGTH	0
9024	31	INTENSITY/STRENGTH	0
10722	31	INTENSITY/STRENGTH	28
11124	31	INTENSITY/STRENGTH	0
11419	31	INTENSITY/STRENGTH	18
12206	31	INTENSITY/STRENGTH	0
12348	31	INTENSITY/STRENGTH	0
12748	31	INTENSITY/STRENGTH	0
13187	31	INTENSITY/STRENGTH	100
13204	31	INTENSITY/STRENGTH	0
13216	31	INTENSITY/STRENGTH	0
13436	31	INTENSITY/STRENGTH	13
14328	31	INTENSITY/STRENGTH	0
15606	31	INTENSITY/STRENGTH	100
22386	31	INTENSITY/STRENGTH	0
24020	31	INTENSITY/STRENGTH	100
24473	31	INTENSITY/STRENGTH	0
31210	31	INTENSITY/STRENGTH	0
31266	31	INTENSITY/STRENGTH	82
33032	31	INTENSITY/STRENGTH	0
61024	31	INTENSITY/STRENGTH	0
61151	31	INTENSITY/STRENGTH	89
61155	31	INTENSITY/STRENGTH	26
61177	31	INTENSITY/STRENGTH	27
61252	31	INTENSITY/STRENGTH	61
61771	31	INTENSITY/STRENGTH	57
62572	31	INTENSITY/STRENGTH	2
520108	31	INTENSITY/STRENGTH	100
638024	31	INTENSITY/STRENGTH	0
641256	31	INTENSITY/STRENGTH	29
778574	31	INTENSITY/STRENGTH	0
1549778	31	INTENSITY/STRENGTH	0
1550470	31	INTENSITY/STRENGTH	87
5352539	31	INTENSITY/STRENGTH	37
5355850	31	INTENSITY/STRENGTH	0
5363233	31	INTENSITY/STRENGTH	8
5367698	31	INTENSITY/STRENGTH	0
6114390	31	INTENSITY/STRENGTH	100
16220109	31	INTENSITY/STRENGTH	0
243	31	VALENCE/PLEASANTNESS	NaN
454	31	VALENCE/PLEASANTNESS	27
679	31	VALENCE/PLEASANTNESS	6
1030	31	VALENCE/PLEASANTNESS	NaN
1060	31	VALENCE/PLEASANTNESS	22
2682	31	VALENCE/PLEASANTNESS	4
6137	31	VALENCE/PLEASANTNESS	10
6386	31	VALENCE/PLEASANTNESS	77
6826	31	VALENCE/PLEASANTNESS	100
6989	31	VALENCE/PLEASANTNESS	89
7047	31	VALENCE/PLEASANTNESS	0
7409	31	VALENCE/PLEASANTNESS	78
7601	31	VALENCE/PLEASANTNESS	NaN
7632	31	VALENCE/PLEASANTNESS	NaN
7792	31	VALENCE/PLEASANTNESS	0
7820	31	VALENCE/PLEASANTNESS	NaN
7826	31	VALENCE/PLEASANTNESS	70
8038	31	VALENCE/PLEASANTNESS	2
8048	31	VALENCE/PLEASANTNESS	81
8051	31	VALENCE/PLEASANTNESS	74
8078	31	VALENCE/PLEASANTNESS	75
8137	31	VALENCE/PLEASANTNESS	100
8159	31	VALENCE/PLEASANTNESS	0
8163	31	VALENCE/PLEASANTNESS	100
8175	31	VALENCE/PLEASANTNESS	25
8180	31	VALENCE/PLEASANTNESS	100
8205	31	VALENCE/PLEASANTNESS	NaN
8294	31	VALENCE/PLEASANTNESS	61
8452	31	VALENCE/PLEASANTNESS	0
8467	31	VALENCE/PLEASANTNESS	100
8615	31	VALENCE/PLEASANTNESS	100
9024	31	VALENCE/PLEASANTNESS	16
10722	31	VALENCE/PLEASANTNESS	61
11124	31	VALENCE/PLEASANTNESS	NaN
11419	31	VALENCE/PLEASANTNESS	62
12206	31	VALENCE/PLEASANTNESS	NaN
12348	31	VALENCE/PLEASANTNESS	NaN
12748	31	VALENCE/PLEASANTNESS	12
13187	31	VALENCE/PLEASANTNESS	100
13204	31	VALENCE/PLEASANTNESS	20
13216	31	VALENCE/PLEASANTNESS	NaN
13436	31	VALENCE/PLEASANTNESS	28
14328	31	VALENCE/PLEASANTNESS	27
15606	31	VALENCE/PLEASANTNESS	100
22386	31	VALENCE/PLEASANTNESS	100
24020	31	VALENCE/PLEASANTNESS	100
24473	31	VALENCE/PLEASANTNESS	34
31210	31	VALENCE/PLEASANTNESS	78
31266	31	VALENCE/PLEASANTNESS	98
33032	31	VALENCE/PLEASANTNESS	89
61024	31	VALENCE/PLEASANTNESS	NaN
61151	31	VALENCE/PLEASANTNESS	28
61155	31	VALENCE/PLEASANTNESS	70
61177	31	VALENCE/PLEASANTNESS	57
61252	31	VALENCE/PLEASANTNESS	65
61771	31	VALENCE/PLEASANTNESS	0
62572	31	VALENCE/PLEASANTNESS	87
520108	31	VALENCE/PLEASANTNESS	0
638024	31	VALENCE/PLEASANTNESS	8
641256	31	VALENCE/PLEASANTNESS	74
778574	31	VALENCE/PLEASANTNESS	0
1549778	31	VALENCE/PLEASANTNESS	NaN
1550470	31	VALENCE/PLEASANTNESS	90
5352539	31	VALENCE/PLEASANTNESS	76
5355850	31	VALENCE/PLEASANTNESS	NaN
5363233	31	VALENCE/PLEASANTNESS	20
5367698	31	VALENCE/PLEASANTNESS	NaN
6114390	31	VALENCE/PLEASANTNESS	11
16220109	31	VALENCE/PLEASANTNESS	100
243	31	BAKERY	NaN
454	31	BAKERY	0
679	31	BAKERY	0
1030	31	BAKERY	NaN
1060	31	BAKERY	0
2682	31	BAKERY	0
6137	31	BAKERY	0
6386	31	BAKERY	0
6826	31	BAKERY	0
6989	31	BAKERY	0
7047	31	BAKERY	0
7409	31	BAKERY	0
7601	31	BAKERY	NaN
7632	31	BAKERY	NaN
7792	31	BAKERY	0
7820	31	BAKERY	NaN
7826	31	BAKERY	0
8038	31	BAKERY	0
8048	31	BAKERY	0
8051	31	BAKERY	0
8078	31	BAKERY	0
8137	31	BAKERY	0
8159	31	BAKERY	0
8163	31	BAKERY	0
8175	31	BAKERY	0
8180	31	BAKERY	0
8205	31	BAKERY	NaN
8294	31	BAKERY	0
8452	31	BAKERY	0
8467	31	BAKERY	100
8615	31	BAKERY	0
9024	31	BAKERY	0
10722	31	BAKERY	92
11124	31	BAKERY	NaN
11419	31	BAKERY	0
12206	31	BAKERY	NaN
12348	31	BAKERY	NaN
12748	31	BAKERY	0
13187	31	BAKERY	0
13204	31	BAKERY	0
13216	31	BAKERY	NaN
13436	31	BAKERY	0
14328	31	BAKERY	0
15606	31	BAKERY	0
22386	31	BAKERY	0
24020	31	BAKERY	0
24473	31	BAKERY	0
31210	31	BAKERY	0
31266	31	BAKERY	0
33032	31	BAKERY	78
61024	31	BAKERY	NaN
61151	31	BAKERY	0
61155	31	BAKERY	0
61177	31	BAKERY	0
61252	31	BAKERY	0
61771	31	BAKERY	0
62572	31	BAKERY	100
520108	31	BAKERY	0
638024	31	BAKERY	0
641256	31	BAKERY	0
778574	31	BAKERY	0
1549778	31	BAKERY	NaN
1550470	31	BAKERY	0
5352539	31	BAKERY	0
5355850	31	BAKERY	NaN
5363233	31	BAKERY	0
5367698	31	BAKERY	NaN
6114390	31	BAKERY	0
16220109	31	BAKERY	0
243	31	SWEET	NaN
454	31	SWEET	0
679	31	SWEET	0
1030	31	SWEET	NaN
1060	31	SWEET	0
2682	31	SWEET	0
6137	31	SWEET	0
6386	31	SWEET	0
6826	31	SWEET	0
6989	31	SWEET	0
7047	31	SWEET	0
7409	31	SWEET	100
7601	31	SWEET	NaN
7632	31	SWEET	NaN
7792	31	SWEET	0
7820	31	SWEET	NaN
7826	31	SWEET	0
8038	31	SWEET	0
8048	31	SWEET	0
8051	31	SWEET	100
8078	31	SWEET	0
8137	31	SWEET	100
8159	31	SWEET	0
8163	31	SWEET	0
8175	31	SWEET	0
8180	31	SWEET	0
8205	31	SWEET	NaN
8294	31	SWEET	0
8452	31	SWEET	0
8467	31	SWEET	100
8615	31	SWEET	100
